"ArcSector002-degUseRad.xml","Area of a sector of a circle"
"ArcSector002-degUseRad-acute.xml","Area of a sector of a circle"
"ArcSector002-radianForm.xml","Area of a sector of a circle"
"complex-001-conj.xml","Find the conjugate of a complex number (j)"
"complex-001-real-imag.xml","Find the real and imaginary parts of a complex number (j)"
"complex-002-add.xml","Add complex numbers (j)"
"complex-003-sub.xml","Subtract complex numbers (j)"
"complex-004-mult-rect.xml","Multiply complex numbers in Cartesian form(j)"
"complex-005-div-rect.xml","Divide complex numbers in Cartesian form(j)"
"complex-006-rectToPolar.xml","Find the polar form of a complex number given the rectangular form (j), argument in radians"
"complex-007-rectToExp.xml","Find the exponential form of a complex number given the rectangular form (j)"
"complex-007-rectToExp-choice.xml","Find the exponential form of a complex number given the rectangular form (j) - choice"
"complex-008-polarToRect.xml","Find the rectangular form of a complex number given the polar form (j)"
"complex-008-polarToRect-roundTo.xml","Find the rectangular form of a complex number given the polar form (j)"
"complex-009-expToRect.xml","Find the rectangular form of a complex number given the exponential form (j)"
"complex-010-rectToPolar-deg.xml","Find the polar form of a complex number given the rectangular form (j), argument in degrees"
"complex-011-polarToRect-deg.xml","Find the rectangular form of a complex number given the polar form (j), argument in degrees"
"complex-012-multPolar.xml","Multiply complex numbers in polar form (j)"
"complex-013-multPolar-deg.xml","Multiply complex numbers in polar form (j), angles in degrees"
"complex-014-divPolar.xml","Divide complex numbers in polar form (j)"
"complex-015-divPolar-deg.xml","Divide complex numbers in polar form (j), angles in degrees"
"complex-016-multExp.xml","Multiply complex numbers in exponential form (j)"
"complex-017-divExp.xml","Divide complex numbers in exponential form (j)"
"complex-018-power-j.xml","Powers of the imaginary number j"
"complex-019-powerPolar.xml","Powers of complex numbers in polar form (j)"
"complex-020-powerExp.xml","Powers of complex numbers in exponential form (j)"
"complex-021-quadRoots.xml","Find a quadratic equation given one of its complex roots(j)"
"complex-021-quadRoots-aj.xml","Find a quadratic equation given one of its complex roots aj"
"complex-022-quadFormula.xml","Solve a quadratic equation"
"CosineRule-001-SideUnits.xml","Find a side in a scalene triangle, given the corresponding angle and the other two sides"
"CosineRule-002-Angle.xml","Find an angle in a scalene triangle, given the three sides"
"DIAGNOSYS302.xml","Scientific notation"
"Diff-001-diffPolyTerm.xml","Differentiate ax^b, a integer, b gt 0"
"Diff-001-diffPolyTerm-f.xml","Differentiate ax^b, a integer, b gt 0"
"Diff-001-diffPolyTerm-L.xml","Differentiate ax^b, a integer, b gt 0"
"Diff-001-wrtX-FF.xml","Differentiate ax^b, a integer, b gt 0"
"Diff-002-diffNegPower.xml","Differentiate ax^b, a integer, b lt 0, as negative power"
"Diff-002-diffNegPowerAsFrac.xml","Differentiate ax^b, a integer, b lt 0, as fraction"
"Diff-002-diffNegPowerAsFrac-f.xml","Differentiate ax^b, a integer, b lt 0, as fraction"
"Diff-002-diffNegPowerAsFrac-L.xml","Differentiate ax^b, a integer, b lt 0, as fraction"
"Diff-002-diffNegPower-f.xml","Differentiate ax^b, a integer, b lt 0, as negative power"
"Diff-002-diffNegPower-L.xml","Differentiate ax^b, a integer, b lt 0, as negative power"
"Diff-003-diffIntegerPower.xml","Differentiate ax^b, a,b integers"
"Diff-003-diffIntegerPower-f.xml","Differentiate ax^b, a,b integers"
"Diff-003-diffIntegerPower-L.xml","Differentiate ax^b, a,b integers"
"Diff-004-diffPoly.xml","Differentiate a polynomial"
"Diff-004-diffPoly-f.xml","Differentiate a polynomial"
"Diff-004-diffPoly-L.xml","Differentiate a polynomial"
"Diff-005-diffRedAlgFrac.xml","Differentiate (polynomial)/ax^b, a integer, b gt 0"
"Diff-005-diffRedAlgFrac-f.xml","Differentiate (polynomial)/ax^b, a integer, b gt 0"
"Diff-005-diffRedAlgFrac-L.xml","Differentiate (polynomial)/ax^b, a integer, b gt 0"
"Diff-006-xForMaxMinCubic.xml","Give values of x where cubic has local maximum and local minimum"
"Diff-007-MaxMinCubic.xml","Identify local maximum and local minimum of a cubic"
"Diff-008-diffFracPower.xml","Differentiate ax^(b/c), a integer"
"Diff-008-diffFracPower-f.xml","Differentiate ax^(b/c), a integer"
"Diff-008-diffFracPower-L.xml","Differentiate ax^(b/c), a integer"
"Diff-009-trig-asinbx.xml","Differentiate asin(bx) or acos(bx)"
"Diff-009-trig-asinbx-f.xml","Differentiate asin(bx) or acos(bx)"
"Diff-009-trig-asinbx-L.xml","Differentiate asin(bx) or acos(bx)"
"Diff-009-trig-asinbxpc.xml","Differentiate asin(bx+c) or acos(bx+c)"
"Diff-009-trig-asinbxpc-f.xml","Differentiate asin(bx+c) or acos(bx+c)"
"Diff-009-trig-asinbxpc-L.xml","Differentiate asin(bx+c) or acos(bx+c)"
"Diff-009-trig-asinx.xml","Differentiate asin(x) or acos(x)"
"Diff-009-trig-asinx-f.xml","Differentiate asin(x) or acos(x)"
"Diff-009-trig-asinx-L.xml","Differentiate asin(x) or acos(x)"
"Diff-00401-diffQuad-f.xml","Differentiate (ax+b)(cx+d)"
"Diff-00402-diffPowerPoly-f.xml","Differentiate a power of a polynomial"
"Diff-00403-diffPowerBinom-f.xml","Differentiate a power of a binomial"
"Diff-00404-diffPolyEval-f.xml","Evaluate the derivative of a polynomial(functional)"
"Diff-00404-diffPolyEval-L.xml","Evaluate the derivative of a polynomial (Leibniz)"
"Diff-00406-maxValQuad-f.xml","Find the maximum value of a quadratic"
"Diff-00407-minValQuad-f.xml","Find the minimum value of a quadratic"
"Diff-00408-coeffGivenDeriv-f.xml","Find unknown coefficient in polynomial given the derivative"
"GU-Formulae-ArcLength.xml","Length of the arc subtended by a given angle"
"GU-Formulae-ArcAngle001.xml","Find the angle which subtends a given arc"
"GU-Formulae-ArcLength-radianform.xml","Length of the arc subtended by a given angle in radians"
"GU-Formulae-ArcLength-radians.xml","Length of the arc subtended by a given angle"
"GU-Formulae-AreaCircle.xml","Area of a circle"
"GU-Formulae-AreaCylinder.xml","Surface area of a cylinder"
"GU-Formulae-AreaSector.xml","Area of a sector of a circle"
"GU-Formulae-CircumferenceCircle.xml","Circumference of a circle"
"GU-Formulae-CircumferenceCircle-r.xml","Circumference of a circle"
"GU-Formulae-SectorAngle001-deg.xml","Find the central angle of a sector of a circle"
"GuFormulae-VolumeCylinder.xml","Volume of a cylinder"
"GuFormulae-VolumeSphere.xml","Volume of a sphere"
"GU-Ratio-009-Maps.xml","Ratio and proportion: find distance on ground given scale and map distance"
"GU-Speed-003.xml","Speed: time given speed and distance"
"Integrate1.xml","Integrate ax^b, a integer, b gt 0"
"Integrate2.xml","Integrate ax^b, a integer, b gt 0"
"Integrate002.xml","Integrate ax^b, a integer, b lt 0"
"Integrate008-fracPower.xml","Integrate ax^(b/c), a integer"
"Integrate009-trig1a.xml","Integrate asin(x) or acos(x)"
"Integrate009-trig1b.xml","Integrate asin(bx) or acos(bx)"
"Integrate009-trig1c.xml","Integrate asin(bx+c) or acos(bx+c)"
"mela011001-PythHyp.xml","Use Pythagoras to find hypotenuse"
"mela011001-PythSide.xml","Use Pythagoras to find side in right triangle"
"mela011001-rtTri3rdAngle.xml","Find the third angle of a right angle triangle"
"mela011003-rtTriAngle.xml","Use sides to find angle in right triangle"
"mela011003-rtTriAngle-sincos.xml","Use side and hypotenuse to find angle in right triangle"
"mela011003-rtTriAngle-tan.xml","Use sides and tan to find angle in right triangle"
"mela011003-rtTriSide.xml","Use trig ratio to find side in right triangle"
"mela011003-rtTriSide-cos.xml","Use cos to find side in right triangle"
"mela011003-rtTriSide-sin.xml","Use sin to find side in right triangle"
"mela011003-rtTriSide-sincos1.xml","Use sin or cos to find side in right triangle"
"mela011003-rtTriSide-sincos2.xml","Use sin or cos to find hypotenuse in right triangle"
"mela011003-rtTriSide-tan.xml","Use tan to find hypotenuse in right triangle"
"mela011007-tri3rdAngle.xml","Find the third angle of a triangle 1"
"mela011016-solveSimLinEqs.xml","Solve simultaneous equations"
"mela011047-trigEq-sincos.xml","Solve a trigonometric equation in sin(x) or cos(x)"
"mela011047-trigEq-sincos0.xml","Solve a trigonometric equation in sin(x) or cos(x)"
"mela011047-trigEq-tan.xml","Solve a trigonometric equation in tan(x)"
"mela011047-trigEq-tan0.xml","Solve a trigonometric equation in tan(x)"
"mela011417-tri3rdAngle-obtuse.xml","Find the third angle of a triangle 2"
"mela011636.xml","Expand brackets in -a(x+b) a,b +ve integers"
"mela011654-PythRamp.xml","Find the length of a ramp"
"mela012193.xml","Make s the subject of r=(1/n)st"
"mela012251.xml","Make x the subject of f=x^2 h"
"mela012256.xml","Change the subject of a=b(sqrt(c/d))"
"mela012261.xml","Change the subject of a=(x/y)(b+z)"
"Powers-312-2-001.xml","Multiply powers: x^a x^b, a,b +ve integers"
"Powers-312-2-002.xml","Multiply powers: n^a n^b, a,b +ve integers"
"Powers-312-2-003.xml","Multiply powers: x^a x^b x^c, a,b,c +ve integers"
"Powers-312-2-004.xml","Multiply powers: n^a n^b n^c, a,b,c +ve integers"
"Powers-312-2-012.xml","Divide powers: x^a/x^b, a,b +ve integers"
"Powers-312-2-013.xml","Divide powers: n^a/n^b, a,b +ve integers"
"Powers-312-2-021.xml","Powers of powers: (x^a)^b, a,b +ve integers"
"Powers-312-2-022.xml","Powers of powers: (n^a)^b, a,b +ve integers"
"Powers-312-2-022-a.xml","Powers of powers: (n^a)^b, a,b +ve integers"
"QTIv2p1-mela011015-ac1.xml","Expand (x+b)(x+d)"
"QTIv2p1-mela011015-expandQuad.xml","Expand (ax+b)(cx+d)"
"QTIv2p1-mela011015-expandQuad-acGT0.xml","Expand (ax+b)(cx+d)"
"QTIv2p1-mela011019-linIneq.xml","Solve a linear inequality with variable and constants on both sides"
"QTIv2p1-mela011021-factoriseQuad.xml","Factorise a quadratic, a=1"
"QTIv2p1-mela011027.xml","Convert fraction to decimal"
"QTIv2p1-mela011034-lineq.xml","Solve a linear equation involving brackets"
"QTIv2p1-mela011034-lineq-a.xml","Solve a linear equation with variable and constants on both sides"
"QTIv2p1-mela011034-lineq-b.xml","Solve a linear equation with variable and constants on both sides, no brackets"
"QTIv2p1-mela011034-lineq-c.xml","Solve a linear equation with constants on both sides"
